['2', ' 0', ' 3', ' 9', ' 0']
['3', ' 177695', ' 1', ' 9', ' 40', ' 0']
['3', ' 178305', ' 1', ' 9', ' 47', ' 111']
['3', ' 178405', ' 1', ' 9', ' 47', ' 0']
['3', ' 178579', ' 1', ' 9', ' 47', ' 95']
['3', ' 179037', ' 1', ' 9', ' 47', ' 0']
['3', ' 179524', ' 1', ' 9', ' 40', ' 100']
['3', ' 179619', ' 1', ' 9', ' 40', ' 0']
['3', ' 180254', ' 1', ' 9', ' 47', ' 91']
['3', ' 180362', ' 1', ' 9', ' 47', ' 0']
['3', ' 180509', ' 1', ' 9', ' 47', ' 95']
['3', ' 180926', ' 1', ' 9', ' 47', ' 0']
['3', ' 181440', ' 1', ' 9', ' 40', ' 95']
['3', ' 181578', ' 1', ' 9', ' 40', ' 0']
['3', ' 182390', ' 1', ' 9', ' 47', ' 111']
['3', ' 182699', ' 1', ' 9', ' 47', ' 0']
['3', ' 183338', ' 1', ' 9', ' 40', ' 100']
['3', ' 183448', ' 1', ' 9', ' 40', ' 0']
['3', ' 184071', ' 1', ' 9', ' 47', ' 100']
['3', ' 184213', ' 1', ' 9', ' 47', ' 0']
['3', ' 184337', ' 1', ' 9', ' 47', ' 95']
['3', ' 184752', ' 1', ' 9', ' 47', ' 0']
['3', ' 185266', ' 1', ' 9', ' 40', ' 95']
['3', ' 185381', ' 1', ' 9', ' 40', ' 0']
['3', ' 186219', ' 1', ' 9', ' 52', ' 84']
['3', ' 186436', ' 1', ' 9', ' 52', ' 0']
['3', ' 187171', ' 1', ' 9', ' 40', ' 91']
['3', ' 187293', ' 1', ' 9', ' 40', ' 0']
['3', ' 187911', ' 1', ' 9', ' 47', ' 123']
['3', ' 188011', ' 1', ' 9', ' 47', ' 0']
['3', ' 188177', ' 1', ' 9', ' 47', ' 95']
['3', ' 188472', ' 1', ' 9', ' 47', ' 0']
['3', ' 188870', ' 1', ' 9', ' 47', ' 88']
['3', ' 188994', ' 1', ' 9', ' 47', ' 0']
['3', ' 189153', ' 1', ' 9', ' 40', ' 123']
['3', ' 189176', ' 1', ' 9', ' 47', ' 91']
['3', ' 189256', ' 1', ' 9', ' 40', ' 0']
['3', ' 189399', ' 1', ' 9', ' 47', ' 0']
['3', ' 189839', ' 1', ' 9', ' 45', ' 91']
['3', ' 189967', ' 1', ' 9', ' 45', ' 0']
['3', ' 190117', ' 1', ' 9', ' 45', ' 95']
['3', ' 190356', ' 1', ' 9', ' 45', ' 0']
['3', ' 190751', ' 1', ' 9', ' 45', ' 85']
['3', ' 190768', ' 1', ' 9', ' 47', ' 83']
['3', ' 190796', ' 1', ' 9', ' 47', ' 0']
['3', ' 190882', ' 1', ' 9', ' 45', ' 0']
['3', ' 191020', ' 1', ' 9', ' 40', ' 100']
['3', ' 191056', ' 1', ' 9', ' 45', ' 95']
['3', ' 191140', ' 1', ' 9', ' 40', ' 0']
['3', ' 191313', ' 1', ' 9', ' 45', ' 0']
['3', ' 191750', ' 1', ' 9', ' 45', ' 86']
['3', ' 191879', ' 1', ' 9', ' 45', ' 0']
['3', ' 192034', ' 1', ' 9', ' 45', ' 86']
['3', ' 192272', ' 1', ' 9', ' 45', ' 0']
['3', ' 192663', ' 1', ' 9', ' 45', ' 88']
